event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
end_of_pregnancy,SNOMED,50968003,,C0158843,Fetal or neonatal effect of cesarean section,,,,,"206123007,50968003,"
end_of_pregnancy,SNOMED,206123007,,C0158843,Fetal or neonatal effect of cesarean section,,,,,"206123007,50968003,"
end_of_pregnancy,SNOMED,206134005,,C0158845,Fetal or neonatal effect of precipitate delivery,,,,,206134005
end_of_pregnancy,SNOMED,63254003,,C0158846,Fetus or neonate affected by abnormal uterine contractions,,,,,"206136007,206142006,63254003,"
end_of_pregnancy,SNOMED,206136007,,C0158846,Fetus or neonate affected by abnormal uterine contractions,,,,,"206136007,206142006,63254003,"
end_of_pregnancy,SNOMED,206142006,,C0158846,Fetus or neonate affected by abnormal uterine contractions,,,,,"206136007,206142006,63254003,"
end_of_pregnancy,SNOMED,206162003,,C0158850,Fetal Malnutrition,,,,,"20011004,206162003,276608005"
end_of_pregnancy,SNOMED,20011004,,C0158850,Fetal Malnutrition,,,,,"20011004,206162003,276608005"
end_of_pregnancy,SNOMED,276608005,,C0158850,Fetal Malnutrition,,,,,"20011004,206162003,276608005"
end_of_pregnancy,SNOMED,64177003,,C0158861,Light-for-dates with signs of fetal malnutrition,,,,,64177003
end_of_pregnancy,SNOMED,67645006,,C0158892,Disorder relating to short gestation AND/OR low birthweight,,,,,67645006
end_of_pregnancy,SNOMED,157084001,,C0158915,Exceptionally large baby (disorder),,,,,"157084001,157085000,199617004,199620007,38206000,"
end_of_pregnancy,SNOMED,38206000,,C0158915,Exceptionally large baby (disorder),,,,,"157084001,157085000,199617004,199620007,38206000,"
end_of_pregnancy,SNOMED,157085000,,C0158915,Exceptionally large baby (disorder),,,,,"157084001,157085000,199617004,199620007,38206000,"
end_of_pregnancy,SNOMED,199617004,,C0158915,Exceptionally large baby (disorder),,,,,"157084001,157085000,199617004,199620007,38206000,"
end_of_pregnancy,SNOMED,199620007,,C0158915,Exceptionally large baby (disorder),,,,,"157084001,157085000,199617004,199620007,38206000,"
end_of_pregnancy,SNOMED,79995002,,C0158917,"Post-term infant, not heavy-for-dates",,,,,79995002
end_of_pregnancy,SNOMED,1762004,,C0158928,Fetal death from asphyxia AND/OR anoxia during labor,,,,,1762004
end_of_pregnancy,SNOMED,157104000,,C0158931,"Severe birth asphyxia, APGAR 0-3",,,,,"157104000,206276007,57284007,"
end_of_pregnancy,SNOMED,57284007,,C0158931,"Severe birth asphyxia, APGAR 0-3",,,,,"157104000,206276007,57284007,"
end_of_pregnancy,SNOMED,206276007,,C0158931,"Severe birth asphyxia, APGAR 0-3",,,,,"157104000,206276007,57284007,"
end_of_pregnancy,SNOMED,206282005,,C0158934,Other fetal and newborn respiratory conditions,,,,,206282005
end_of_pregnancy,SNOMED,206640002,,C0158939,Other and unspecified atelectasis of newborn,,,,,206640002
end_of_pregnancy,SNOMED,7550008,,C0158940,Transitory tachypnea of newborn,,,,,7550008
end_of_pregnancy,SNOMED,206340009,,C0158947,Omphalitis of the newborn,,,,,"206340009,26553003,289331009,"
end_of_pregnancy,SNOMED,26553003,,C0158947,Omphalitis of the newborn,,,,,"206340009,26553003,289331009,"
end_of_pregnancy,SNOMED,289331009,,C0158947,Omphalitis of the newborn,,,,,"206340009,26553003,289331009,"
end_of_pregnancy,SNOMED,3468005,,C0158948,Neonatal infective mastitis,,,,,3468005
end_of_pregnancy,SNOMED,206651002,,C0158950,Other infections specific to the perinatal period,,,,,206651002
end_of_pregnancy,SNOMED,157124001,,C0158951,Fetal blood loss,,,,,"157124001,157125000,206391007,206394004,"
end_of_pregnancy,SNOMED,206391007,,C0158951,Fetal blood loss,,,,,"157124001,157125000,206391007,206394004,"
end_of_pregnancy,SNOMED,206394004,,C0158951,Fetal blood loss,,,,,"157124001,157125000,206391007,206394004,"
end_of_pregnancy,SNOMED,157125000,,C0158951,Fetal blood loss,,,,,"157124001,157125000,206391007,206394004,"
end_of_pregnancy,SNOMED,206426007,,C0158959,Other specified fetal or newborn haemorrhage,,,,,206426007
end_of_pregnancy,SNOMED,206430005,,C0158962,Hemolytic disease of fetus OR newborn due to RhD isoimmunization,,,,,"157131002,206430005,86986002,"
end_of_pregnancy,SNOMED,86986002,,C0158962,Hemolytic disease of fetus OR newborn due to RhD isoimmunization,,,,,"157131002,206430005,86986002,"
end_of_pregnancy,SNOMED,157131002,,C0158962,Hemolytic disease of fetus OR newborn due to RhD isoimmunization,,,,,"157131002,206430005,86986002,"
end_of_pregnancy,SNOMED,206437008,,C0158968,Other perinatal jaundice,,,,,206437008
end_of_pregnancy,SNOMED,206440008,,C0158969,Perinatal jaundice from hereditary hemolytic anemia,,,,,"206438003,206440008,56921004,"
end_of_pregnancy,SNOMED,56921004,,C0158969,Perinatal jaundice from hereditary hemolytic anemia,,,,,"206438003,206440008,56921004,"
end_of_pregnancy,SNOMED,206438003,,C0158969,Perinatal jaundice from hereditary hemolytic anemia,,,,,"206438003,206440008,56921004,"
end_of_pregnancy,SNOMED,157139000,,C0158971,Neonatal jaundice associated with preterm delivery,,,,,"157139000,73749009,"
end_of_pregnancy,SNOMED,73749009,,C0158971,Neonatal jaundice associated with preterm delivery,,,,,"157139000,73749009,"
end_of_pregnancy,SNOMED,17466008,,C0158974,Neonatal jaundice due to delayed conjugation in diseases classified elsewhere,,,,,17466008
end_of_pregnancy,SNOMED,206451008,,C0158975,Other neonatal jaundice due to delayed conjugation from other causes,,,,,206451008
end_of_pregnancy,SNOMED,206467002,,C0158976,Perinatal jaundice due to hepatocellular damage,,,,,"10877007,206467002,"
end_of_pregnancy,SNOMED,10877007,,C0158976,Perinatal jaundice due to hepatocellular damage,,,,,"10877007,206467002,"
end_of_pregnancy,SNOMED,49817004,,C0158981,Neonatal diabetes mellitus,,,,,49817004
end_of_pregnancy,SNOMED,82178003,,C0158982,Neonatal Myasthenia Gravis,,,,,82178003
end_of_pregnancy,SNOMED,13795004,,C0158983,Neonatal thyrotoxicosis,,,,,13795004
end_of_pregnancy,SNOMED,77604004,,C0158984,Hypocalcemia AND/OR hypomagnesemia of newborn,,,,,77604004
end_of_pregnancy,SNOMED,52767006,,C0158986,Neonatal hypoglycemia,,,,,"157147000,5"
end_of_pregnancy,SNOMED,157147000,,C0158986,Neonatal hypoglycemia,,,,,"157147000,5"
end_of_pregnancy,SNOMED,9635004,,C0158987,Late metabolic acidosis of newborn,,,,,9635004
end_of_pregnancy,SNOMED,23205009,,C0158991,Transient Neonatal Thrombocytopenia,,,,,"206514004,23205009,"
end_of_pregnancy,SNOMED,206514004,,C0158991,Transient Neonatal Thrombocytopenia,,,,,"206514004,23205009,"
end_of_pregnancy,SNOMED,34417008,,C0158992,Disseminated intravascular coagulation in newborn,,,,,34417008
end_of_pregnancy,SNOMED,206671006,,C0158993,Other transient neonatal disorders of coagulation,,,,,206671006
end_of_pregnancy,SNOMED,47100003,,C0158996,Anemia of prematurity,,,,,47100003
end_of_pregnancy,SNOMED,206520003,,C0158997,Transient neonatal neutropenia (disorder),,,,,"206520003,55444004,"
end_of_pregnancy,SNOMED,55444004,,C0158997,Transient neonatal neutropenia (disorder),,,,,"206520003,55444004,"
end_of_pregnancy,SNOMED,157156008,,C0159000,Disorder of digestive system specific to fetus OR newborn,,,,,"157156008,268885004,42357009,"
end_of_pregnancy,SNOMED,268885004,,C0159000,Disorder of digestive system specific to fetus OR newborn,,,,,"157156008,268885004,42357009,"
end_of_pregnancy,SNOMED,42357009,,C0159000,Disorder of digestive system specific to fetus OR newborn,,,,,"157156008,268885004,42357009,"
end_of_pregnancy,SNOMED,82368005,,C0159004,Transitory ileus of newborn,,,,,82368005
end_of_pregnancy,SNOMED,206526009,,C0159006,Perinatal intestinal perforation,,,,,206526009
end_of_pregnancy,SNOMED,206691004,,C0159007,Other specified perinatal digestive system disorders,,,,,206691004
end_of_pregnancy,SNOMED,206693001,,C0159009,Conditions involving the integument and temperature regulation of fetus and newborn,,,,,206693001
end_of_pregnancy,SNOMED,26746005,,C0159011,Cold injury syndrome of newborn,,,,,26746005
end_of_pregnancy,SNOMED,206543007,,C0159012,Other hypothermia of newborn,,,,,"206543007,206694007,"
end_of_pregnancy,SNOMED,206694007,,C0159012,Other hypothermia of newborn,,,,,"206543007,206694007,"
end_of_pregnancy,SNOMED,206544001,,C0159013,Other newborn temperature regulation disorders,,,,,206544001
end_of_pregnancy,SNOMED,87476004,,C0159020,Convulsions in the newborn,,,,,"157162003,87476004,"
end_of_pregnancy,SNOMED,157162003,,C0159020,Convulsions in the newborn,,,,,"157162003,87476004,"
end_of_pregnancy,SNOMED,206564006,,C0159023,Feeding problems in newborn,,,,,"157165001,206564006,206569001,"
end_of_pregnancy,SNOMED,157165001,,C0159023,Feeding problems in newborn,,,,,"157165001,206564006,206569001,"
end_of_pregnancy,SNOMED,206569001,,C0159023,Feeding problems in newborn,,,,,"157165001,206564006,206569001,"
end_of_pregnancy,SNOMED,206703004,,C0159027,Other specified conditions originating in the perinatal period,,,,,206703004
end_of_pregnancy,SNOMED,80113008,,C0161972,Complication of the puerperium,,,,,"156274003,200177000,200360005,80113008,"
end_of_pregnancy,SNOMED,156274003,,C0161972,Complication of the puerperium,,,,,"156274003,200177000,200360005,80113008,"
end_of_pregnancy,SNOMED,200177000,,C0161972,Complication of the puerperium,,,,,"156274003,200177000,200360005,80113008,"
end_of_pregnancy,SNOMED,200360005,,C0161972,Complication of the puerperium,,,,,"156274003,200177000,200360005,80113008,"
end_of_pregnancy,SNOMED,199968003,,C0162482,Uterine Inversion,,,,,"156232008,156233003,199968003,199971006,"
end_of_pregnancy,SNOMED,199971006,,C0162482,Uterine Inversion,,,,,"156232008,156233003,199968003,199971006,"
end_of_pregnancy,SNOMED,156232008,,C0162482,Uterine Inversion,,,,,"156232008,156233003,199968003,199971006,"
end_of_pregnancy,SNOMED,156233003,,C0162482,Uterine Inversion,,,,,"156232008,156233003,199968003,199971006,"
end_of_pregnancy,SNOMED,200023001,,C0220887,"Other immediate postpartum hemorrhage, postpartum",,,,,"200019009,200020003,200023001,200537001,"
end_of_pregnancy,SNOMED,200537001,,C0220887,"Other immediate postpartum hemorrhage, postpartum",,,,,"200019009,200020003,200023001,200537001,"
end_of_pregnancy,SNOMED,200019009,,C0220887,"Other immediate postpartum hemorrhage, postpartum",,,,,"200019009,200020003,200023001,200537001,"
end_of_pregnancy,SNOMED,200020003,,C0220887,"Other immediate postpartum hemorrhage, postpartum",,,,,"200019009,200020003,200023001,200537001,"
end_of_pregnancy,SNOMED,95634003,,C0235065,Neonatal respiratory arrest,,,,,95634003
end_of_pregnancy,SNOMED,12301009,,C0235815,Neonatal urinary tract infection,,,,,12301009
end_of_pregnancy,SNOMED,315919003,,C0260561,Postpartum care and examination,,,,,315919003
end_of_pregnancy,SNOMED,315922001,,C0260564,Routine postpartum follow-up,,,,,315922001
end_of_pregnancy,SNOMED,315993001,,C0260607,"Encounter for twin, born in hospital, mate live born",,,,,315993001
end_of_pregnancy,SNOMED,316001001,,C0260612,"Encounter due to twin birth, mate stillborn",,,,,"315997000,316001001,"
end_of_pregnancy,SNOMED,315997000,,C0260612,"Encounter due to twin birth, mate stillborn",,,,,"315997000,316001001,"
end_of_pregnancy,SNOMED,315998005,,C0260613,"Encounter for twin, born in hospital, mate stillborn",,,,,315998005
end_of_pregnancy,SNOMED,271866005,,C0266781,Abnormal amniotic fluid,,,,,"145317002,158590007,271866005,42170009,"
end_of_pregnancy,SNOMED,42170009,,C0266781,Abnormal amniotic fluid,,,,,"145317002,158590007,271866005,42170009,"
end_of_pregnancy,SNOMED,145317002,,C0266781,Abnormal amniotic fluid,,,,,"145317002,158590007,271866005,42170009,"
end_of_pregnancy,SNOMED,158590007,,C0266781,Abnormal amniotic fluid,,,,,"145317002,158590007,271866005,42170009,"
end_of_pregnancy,SNOMED,198937008,,C0269608,Antepartum hemorrhage,,,,,"156100004,156104008,198896000,198937008,34842007,"
end_of_pregnancy,SNOMED,34842007,,C0269608,Antepartum hemorrhage,,,,,"156100004,156104008,198896000,198937008,34842007,"
end_of_pregnancy,SNOMED,156100004,,C0269608,Antepartum hemorrhage,,,,,"156100004,156104008,198896000,198937008,34842007,"
end_of_pregnancy,SNOMED,156104008,,C0269608,Antepartum hemorrhage,,,,,"156100004,156104008,198896000,198937008,34842007,"
end_of_pregnancy,SNOMED,198896000,,C0269608,Antepartum hemorrhage,,,,,"156100004,156104008,198896000,198937008,34842007,"
end_of_pregnancy,SNOMED,"1,99E+28",,C0269673,Renal disease in pregnancy AND/OR puerperium without hypertension,,,,,"1,99E+28"
end_of_pregnancy,SNOMED,59136001,,C0269683,"Thyroid disease in mother complicating pregnancy, childbirth AND/OR puerperium",,,,,59136001
end_of_pregnancy,SNOMED,156140005,,C0269684,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium",,,,,"156140005,199249005,45828008,"
end_of_pregnancy,SNOMED,199249005,,C0269684,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium",,,,,"156140005,199249005,45828008,"
end_of_pregnancy,SNOMED,45828008,,C0269684,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium",,,,,"156140005,199249005,45828008,"
end_of_pregnancy,SNOMED,34150001,,C0269685,"Drug dependence in mother complicating pregnancy, childbirth AND/OR puerperium",,,,,34150001
end_of_pregnancy,SNOMED,9780006,,C0269709,Presentation of prolapsed arm of fetus,,,,,9780006
end_of_pregnancy,SNOMED,14022007,,C0269792,"Fetal death, affecting management of mother",,,,,"14022007,399363000,7428005"
end_of_pregnancy,SNOMED,7428005,,C0269792,"Fetal death, affecting management of mother",,,,,"14022007,399363000,7428005"
end_of_pregnancy,SNOMED,399363000,,C0269792,"Fetal death, affecting management of mother",,,,,"14022007,399363000,7428005"
end_of_pregnancy,SNOMED,237326004,,C0269807,Failed mechanical induction,,,,,"199693004,199696007,237326004,"
end_of_pregnancy,SNOMED,199696007,,C0269807,Failed mechanical induction,,,,,"199693004,199696007,237326004,"
end_of_pregnancy,SNOMED,199693004,,C0269807,Failed mechanical induction,,,,,"199693004,199696007,237326004,"
end_of_pregnancy,SNOMED,156201007,,C0269815,Complications of labour and delivery,,,,,"156201007,156261009,199745000,200167002,200523005,27541007,"
end_of_pregnancy,SNOMED,156261009,,C0269815,Complications of labour and delivery,,,,,"156201007,156261009,199745000,200167002,200523005,27541007,"
end_of_pregnancy,SNOMED,200167002,,C0269815,Complications of labour and delivery,,,,,"156201007,156261009,199745000,200167002,200523005,27541007,"
end_of_pregnancy,SNOMED,200523005,,C0269815,Complications of labour and delivery,,,,,"156201007,156261009,199745000,200167002,200523005,27541007,"
end_of_pregnancy,SNOMED,27541007,,C0269815,Complications of labour and delivery,,,,,"156201007,156261009,199745000,200167002,200523005,27541007,"
end_of_pregnancy,SNOMED,199745000,,C0269815,Complications of labour and delivery,,,,,"156201007,156261009,199745000,200167002,200523005,27541007,"
end_of_pregnancy,SNOMED,19729005,,C0269822,Prolapse of anterior lip of cervix obstructing labor,,,,,19729005
end_of_pregnancy,SNOMED,199785006,,C0269825,Shoulder girdle dystocia,,,,,"199782009,199785006,89700002,"
end_of_pregnancy,SNOMED,89700002,,C0269825,Shoulder girdle dystocia,,,,,"199782009,199785006,89700002,"
end_of_pregnancy,SNOMED,199782009,,C0269825,Shoulder girdle dystocia,,,,,"199782009,199785006,89700002,"
end_of_pregnancy,SNOMED,200007001,,C0269858,Traumatic lesion during delivery,,,,,"156230000,200007001,64229006,"
end_of_pregnancy,SNOMED,64229006,,C0269858,Traumatic lesion during delivery,,,,,"156230000,200007001,64229006,"
end_of_pregnancy,SNOMED,156230000,,C0269858,Traumatic lesion during delivery,,,,,"156230000,200007001,64229006,"
end_of_pregnancy,SNOMED,199937002,,C0269859,Obstetrical laceration,,,,,"12172008,199937002,199938007,199941003,249219008,397952002,398019008,"
end_of_pregnancy,SNOMED,397952002,,C0269859,Obstetrical laceration,,,,,"12172008,199937002,199938007,199941003,249219008,397952002,398019008,"
end_of_pregnancy,SNOMED,199938007,,C0269859,Obstetrical laceration,,,,,"12172008,199937002,199938007,199941003,249219008,397952002,398019008,"
end_of_pregnancy,SNOMED,249219008,,C0269859,Obstetrical laceration,,,,,"12172008,199937002,199938007,199941003,249219008,397952002,398019008,"
end_of_pregnancy,SNOMED,12172008,,C0269859,Obstetrical laceration,,,,,"12172008,199937002,199938007,199941003,249219008,397952002,398019008,"
end_of_pregnancy,SNOMED,398019008,,C0269859,Obstetrical laceration,,,,,"12172008,199937002,199938007,199941003,249219008,397952002,398019008,"
end_of_pregnancy,SNOMED,199941003,,C0269859,Obstetrical laceration,,,,,"12172008,199937002,199938007,199941003,249219008,397952002,398019008,"
end_of_pregnancy,SNOMED,156225004,,C0269863,First-degree perineal laceration during delivery,,,,,"123138006,156225004,199914008,199915009,199922001,57759005,"
end_of_pregnancy,SNOMED,199914008,,C0269863,First-degree perineal laceration during delivery,,,,,"123138006,156225004,199914008,199915009,199922001,57759005,"
end_of_pregnancy,SNOMED,57759005,,C0269863,First-degree perineal laceration during delivery,,,,,"123138006,156225004,199914008,199915009,199922001,57759005,"
end_of_pregnancy,SNOMED,123138006,,C0269863,First-degree perineal laceration during delivery,,,,,"123138006,156225004,199914008,199915009,199922001,57759005,"
end_of_pregnancy,SNOMED,199915009,,C0269863,First-degree perineal laceration during delivery,,,,,"123138006,156225004,199914008,199915009,199922001,57759005,"
end_of_pregnancy,SNOMED,199922001,,C0269863,First-degree perineal laceration during delivery,,,,,"123138006,156225004,199914008,199915009,199922001,57759005,"
end_of_pregnancy,SNOMED,156226003,,C0269870,Second degree perineal laceration,,,,,"123139003,156226003,199923006,199924000,199927007,6234006,"
end_of_pregnancy,SNOMED,199923006,,C0269870,Second degree perineal laceration,,,,,"123139003,156226003,199923006,199924000,199927007,6234006,"
end_of_pregnancy,SNOMED,199924000,,C0269870,Second degree perineal laceration,,,,,"123139003,156226003,199923006,199924000,199927007,6234006,"
end_of_pregnancy,SNOMED,199927007,,C0269870,Second degree perineal laceration,,,,,"123139003,156226003,199923006,199924000,199927007,6234006,"
end_of_pregnancy,SNOMED,6234006,,C0269870,Second degree perineal laceration,,,,,"123139003,156226003,199923006,199924000,199927007,6234006,"
end_of_pregnancy,SNOMED,123139003,,C0269870,Second degree perineal laceration,,,,,"123139003,156226003,199923006,199924000,199927007,6234006,"
